with_pinyin_part.part_type:string,:SRC_VID(string),:DST_VID(string)
initial,he2,h
final,he2,e
initial,mei2,m
final,mei2,ei
initial,li3,l
final,li3,i
initial,mei2,m
final,mei2,ei
initial,wai4,w
final,wai4,ai
initial,mei2,m
final,mei2,ei
initial,mao2,m
final,mao2,ao
initial,da4,d
final,da4,a
initial,chong2,ch
final,chong2,ong
initial,mo4,m
final,mo4,o
initial,mo4,m
final,mo4,o
initial,wu2,w
final,wu2,u
initial,wen2,w
final,wen2,en
initial,mei2,m
final,mei2,ei
initial,mei2,m
final,mei2,ei
initial,mei2,m
final,mei2,ei
initial,yan3,y
final,yan3,an
initial,mei2,m
final,mei2,ei
initial,qing1,q
final,qing1,ing
initial,mei2,m
final,mei2,ei
initial,zhong4,zh
final,zhong4,ong
initial,mei2,m
final,mei2,ei
initial,ri4,r
final,ri4,i
initial,mei2,m
final,mei2,ei
initial,ye4,y
final,ye4,e
initial,mei2,m
final,mei2,ei
initial,shi2,sh
final,shi2,i
initial,yin3,y
final,yin3,in
initial,yu3,y
final,yu3,u
initial,mo4,m
final,mo4,o
initial,shi4,sh
final,shi4,i
initial,bu4,b
final,bu4,u
initial,wang4,w
final,wang4,ang
initial,mei2,m
final,mei2,ei
initial,shi4,sh
final,shi4,i
initial,bu4,b
final,bu4,u
initial,yu2,y
final,yu2,u
initial,mo4,m
final,mo4,o
initial,shi4,sh
final,shi4,i
initial,nan2,n
final,nan2,an
initial,wang4,w
final,wang4,ang
initial,mei2,m
final,mei2,ei
initial,shi4,sh
final,shi4,i
initial,qiong2,q
final,qiong2,iong
initial,nian2,n
final,nian2,ian
initial,mei2,m
final,mei2,ei
initial,shi4,sh
final,shi4,i
initial,wu2,w
final,wu2,u
initial,cheng1,ch
final,cheng1,eng
initial,mei2,m
final,mei2,ei
initial,shi4,sh
final,shi4,i
initial,wu2,w
final,wu2,u
initial,wen2,w
final,wen2,en
initial,mei2,m
final,mei2,ei
initial,tou2,t
final,tou2,ou
initial,cang1,c
final,cang1,ang
initial,ying,y
final,ying,ing
initial,mei2,m
final,mei2,ei
initial,tou2,t
final,tou2,ou
initial,mei2,m
final,mei2,ei
initial,lian3,l
final,lian3,ian
initial,mei2,m
final,mei2,ei
initial,tou2,t
final,tou2,ou
initial,mei2,m
final,mei2,ei
initial,nao3,n
final,nao3,ao
initial,mei2,m
final,mei2,ei
initial,wan2,w
final,wan2,an
initial,mei2,m
final,mei2,ei
initial,liao3,l
final,liao3,iao
initial,mei2,m
final,mei2,ei
initial,wei4,w
final,wei4,ei
initial,yin3,y
final,yin3,in
initial,yu3,y
final,yu3,u
initial,mei2,m
final,mei2,ei
initial,wu1,w
final,wu1,u
initial,jia4,j
final,jia4,ia
initial,liang2,l
final,liang2,iang
initial,mo4,m
final,mo4,o
initial,zhong1,zh
final,zhong1,ong
initial,yi1,y
final,yi1,i
initial,shi4,sh
final,shi4,i
initial,ma3,m
final,ma3,a
initial,gong1,g
final,gong1,ong
initial,mei2,m
final,mei2,ei
initial,su4,s
final,su4,u
initial,mei2,m
final,mei2,ei
initial,fei1,f
final,fei1,ei
initial,se4,s
final,se4,e
initial,wu3,w
final,wu3,u
initial,mei2,m
final,mei2,ei
initial,fei1,f
final,fei1,ei
initial,yan3,y
final,yan3,an
initial,xiao4,x
final,xiao4,iao
initial,mei2,m
final,mei2,ei
initial,gao1,g
final,gao1,ao
initial,yan3,y
final,yan3,an
initial,di1,d
final,di1,i
initial,mei2,m
final,mei2,ei
initial,hua1,h
final,hua1,ua
initial,yan3,y
final,yan3,an
initial,xiao4,x
final,xiao4,iao
initial,mei2,m
final,mei2,ei
initial,huan1,h
final,huan1,uan
initial,yan3,y
final,yan3,an
initial,xiao4,x
final,xiao4,iao
initial,mei2,m
final,mei2,ei
initial,jie2,j
final,jie2,ie
initial,zhi1,zh
final,zhi1,i
initial,huo4,h
final,huo4,uo
initial,mei2,m
final,mei2,ei
initial,jie2,j
final,jie2,ie
initial,zhi1,zh
final,zhi1,i
initial,nei4,n
final,nei4,ei
initial,mei2,m
final,mei2,ei
initial,kai1,k
final,kai1,ai
initial,yan3,y
final,yan3,an
initial,xiao4,x
final,xiao4,iao
initial,mei2,m
final,mei2,ei
initial,lai2,l
final,lai2,ai
initial,yan3,y
final,yan3,an
initial,qu4,q
final,qu4,u
initial,mei2,m
final,mei2,ei
initial,mu4,m
final,mu4,u
initial,chuan2,ch
final,chuan2,uan
initial,qing2,q
final,qing2,ing
initial,mei2,m
final,mei2,ei
initial,mu4,m
final,mu4,u
initial,ru2,r
final,ru2,u
initial,hua4,h
final,hua4,ua
initial,mei2,m
final,mei2,ei
initial,qing1,q
final,qing1,ing
initial,mu4,m
final,mu4,u
initial,xiu4,x
final,xiu4,iu
initial,mei2,m
final,mei2,ei
initial,tou2,t
final,tou2,ou
initial,bu4,b
final,bu4,u
initial,shen1,sh
final,shen1,en
initial,mei2,m
final,mei2,ei
initial,tou2,t
final,tou2,ou
initial,yan3,y
final,yan3,an
initial,wei3,w
final,wei3,ei
initial,mei2,m
final,mei2,ei
initial,yu3,y
final,yu3,u
initial,mu4,m
final,mu4,u
initial,xiao4,x
final,xiao4,iao
initial,mei2,m
final,mei2,ei
initial,qi1,q
final,qi1,i
initial,he4,h
final,he4,e
initial,zi3,z
final,zi3,i
initial,mei2,m
final,mei2,ei
initial,shuo4,sh
final,shuo4,uo
initial,zhi1,zh
final,zhi1,i
initial,yan2,y
final,yan2,an
initial,mei3,m
final,mei3,ei
initial,fan4,f
final,fan4,an
initial,bu4,b
final,bu4,u
initial,wang4,w
final,wang4,ang
initial,mei3,m
final,mei3,ei
initial,kuang4,k
final,kuang4,uang
initial,yu4,y
final,yu4,u
initial,xia4,x
final,xia4,ia
initial,mei3,m
final,mei3,ei
initial,xia4,x
final,xia4,ia
initial,yu4,y
final,yu4,u
initial,kuang4,k
final,kuang4,uang
initial,mei3,m
final,mei3,ei
initial,bu4,b
final,bu4,u
initial,sheng4,sh
final,sheng4,eng
initial,shou1,sh
final,shou1,ou
initial,mei3,m
final,mei3,ei
initial,jing3,j
final,jing3,ing
initial,liang2,l
final,liang2,iang
initial,chen2,ch
final,chen2,en
initial,mei3,m
final,mei3,ei
initial,lun2,l
final,lun2,un
initial,mei3,m
final,mei3,ei
initial,huan4,h
final,huan4,uan
initial,mei3,m
final,mei3,ei
initial,nv3,n
final,nv3,v
initial,zan1,z
final,zan1,an
initial,hua1,h
final,hua1,ua
initial,mei3,m
final,mei3,ei
initial,qin2,q
final,qin2,in
initial,zhi1,zh
final,zhi1,i
initial,xian4,x
final,xian4,ian
initial,mei3,m
final,mei3,ei
initial,ren2,r
final,ren2,en
initial,chi2,ch
final,chi2,i
initial,mu4,m
final,mu4,u
initial,mei3,m
final,mei3,ei
initial,ren2,r
final,ren2,en
initial,xiang1,x
final,xiang1,iang
initial,cao3,c
final,cao3,ao
initial,mei3,m
final,mei3,ei
initial,ru2,r
final,ru2,u
initial,guan1,g
final,guan1,uan
initial,yu4,y
final,yu4,u
initial,mei3,m
final,mei3,ei
initial,yan2,y
final,yan2,an
initial,bu4,b
final,bu4,u
initial,xin4,x
final,xin4,in
initial,mei3,m
final,mei3,ei
initial,yi4,y
final,yi4,i
initial,yan2,y
final,yan2,an
initial,nian2,n
final,nian2,ian
initial,mei3,m
final,mei3,ei
initial,yu4,y
final,yu4,u
initial,wu2,w
final,wu2,u
initial,xia2,x
final,xia2,ia
initial,mei3,m
final,mei3,ei
initial,zhong1,zh
final,zhong1,ong
initial,bu4,b
final,bu4,u
initial,zu2,z
final,zu2,u
initial,mei4,m
final,mei4,ei
initial,dan4,d
final,dan4,an
initial,chun2,ch
final,chun2,un
initial,xing1,x
final,xing1,ing
initial,mei4,m
final,mei4,ei
initial,di4,d
final,di4,i
initial,man2,m
final,man2,an
initial,tian1,t
final,tian1,ian
initial,mei4,m
final,mei4,ei
initial,di4,d
final,di4,i
initial,man2,m
final,man2,an
initial,tian1,t
final,tian1,ian
initial,mei4,m
final,mei4,ei
initial,ji3,j
final,ji3,i
initial,man2,m
final,man2,an
initial,xin1,x
final,xin1,in
initial,mei4,m
final,mei4,ei
initial,si3,s
final,si3,i
initial,yi3,y
final,yi3,i
initial,wen2,w
final,wen2,en
initial,mei4,m
final,mei4,ei
initial,yun2,y
final,yun2,un
initial,han4,h
final,han4,an
initial,yu3,y
final,yu3,u
initial,men2,m
final,men2,en
initial,bu4,b
final,bu4,u
initial,ting2,t
final,ting2,ing
initial,bin1,b
final,bin1,in
initial,men2,m
final,men2,en
initial,bu4,b
final,bu4,u
initial,ye4,y
final,ye4,e
initial,guan1,g
final,guan1,uan
initial,men2,m
final,men2,en
initial,bu4,b
final,bu4,u
initial,ye4,y
final,ye4,e
initial,jiong1,j
final,jiong1,iong
initial,men2,m
final,men2,en
initial,dan1,d
final,dan1,an
initial,hu4,h
final,hu4,u
initial,bo2,b
final,bo2,o
initial,men2,m
final,men2,en
initial,dan1,d
final,dan1,an
initial,hu4,h
final,hu4,u
initial,jin4,j
final,jin4,in
initial,men2,m
final,men2,en
initial,dang1,d
final,dang1,ang
initial,hu4,h
final,hu4,u
initial,dui4,d
final,dui4,ui
initial,men2,m
final,men2,en
initial,dao4,d
final,dao4,ao
initial,hu4,h
final,hu4,u
initial,shuo1,sh
final,shuo1,uo
initial,men2,m
final,men2,en
initial,hu4,h
final,hu4,u
initial,zhi1,zh
final,zhi1,i
initial,jian4,j
final,jian4,ian
initial,men2,m
final,men2,en
initial,hu4,h
final,hu4,u
initial,zhi1,zh
final,zhi1,i
initial,zheng1,zh
final,zheng1,eng
initial,men2,m
final,men2,en
initial,jie1,j
final,jie1,ie
initial,hu4,h
final,hu4,u
initial,xi2,x
final,xi2,i
initial,men2,m
final,men2,en
initial,jin4,j
final,jin4,in
initial,sen1,s
final,sen1,en
initial,yan2,y
final,yan2,an
initial,men2,m
final,men2,en
initial,kan1,k
final,kan1,an
initial,luo2,l
final,luo2,uo
initial,que4,q
final,que4,ue
initial,men2,m
final,men2,en
initial,ke3,k
final,ke3,e
initial,luo2,l
final,luo2,uo
initial,que4,q
final,que4,ue
initial,men2,m
final,men2,en
initial,ke3,k
final,ke3,e
initial,zhang1,zh
final,zhang1,ang
initial,luo2,l
final,luo2,uo
initial,men2,m
final,men2,en
initial,lv3,l
final,lv3,v
initial,zhi1,zh
final,zhi1,i
initial,wang4,w
final,wang4,ang
initial,men2,m
final,men2,en
initial,qiang2,q
final,qiang2,iang
initial,tao2,t
final,tao2,ao
initial,li3,l
final,li3,i
initial,men2,m
final,men2,en
initial,sheng1,sh
final,sheng1,eng
initial,gu4,g
final,gu4,u
initial,jiu4,j
final,jiu4,iu
initial,men2,m
final,men2,en
initial,sheng1,sh
final,sheng1,eng
initial,gu4,g
final,gu4,u
initial,li4,l
final,li4,i
initial,men2,m
final,men2,en
initial,shuai1,sh
final,shuai1,uai
initial,zuo4,z
final,zuo4,uo
initial,bao2,b
final,bao2,ao
initial,men2,m
final,men2,en
initial,ting2,t
final,ting2,ing
initial,he4,h
final,he4,e
initial,yi4,y
final,yi4,i
initial,men2,m
final,men2,en
initial,ting2,t
final,ting2,ing
initial,ru2,r
final,ru2,u
initial,shi4,sh
final,shi4,i
initial,men2,m
final,men2,en
initial,ting2,t
final,ting2,ing
initial,ruo4,r
final,ruo4,uo
initial,shi4,sh
final,shi4,i
initial,men2,m
final,men2,en
initial,wu2,w
final,wu2,u
initial,za2,z
final,za2,a
initial,bin1,b
final,bin1,in
initial,men2,m
final,men2,en
initial,wu2,w
final,wu2,u
initial,za2,z
final,za2,a
initial,ke4,k
final,ke4,e
initial,men2,m
final,men2,en
initial,shen1,sh
final,shen1,en
initial,li4,l
final,li4,i
initial,jing3,j
final,jing3,ing
initial,men2,m
final,men2,en
initial,shi1,sh
final,shi1,i
final,er2,er
initial,tan2,t
final,tan2,an
initial,men2,m
final,men2,en
initial,shi1,sh
final,shi1,i
final,er2,er
initial,yan2,y
final,yan2,an
initial,men2,m
final,men2,en
initial,xin1,x
final,xin1,in
initial,wu2,w
final,wu2,u
initial,kui4,k
final,kui4,ui
initial,men2,m
final,men2,en
initial,xin1,x
final,xin1,in
initial,zi4,z
final,zi4,i
initial,wen4,w
final,wen4,en
initial,men4,m
final,men4,en
initial,hai3,h
final,hai3,ai
initial,chou2,ch
final,chou2,ou
initial,shan1,sh
final,shan1,an
initial,men4,m
final,men4,en
initial,men4,m
final,men4,en
initial,bu4,b
final,bu4,u
initial,le4,l
final,le4,e
initial,meng2,m
final,meng2,eng
initial,shan1,sh
final,shan1,an
initial,shi4,sh
final,shi4,i
initial,hai3,h
final,hai3,ai
initial,meng3,m
final,meng3,eng
initial,hu3,h
final,hu3,u
initial,cha1,ch
final,cha1,a
initial,chi4,ch
final,chi4,i
initial,meng3,m
final,meng3,eng
initial,hu3,h
final,hu3,u
initial,chu1,ch
final,chu1,u
initial,shan1,sh
final,shan1,an
initial,meng3,m
final,meng3,eng
initial,hu3,h
final,hu3,u
initial,shen1,sh
final,shen1,en
initial,shan1,sh
final,shan1,an
initial,meng3,m
final,meng3,eng
initial,hu3,h
final,hu3,u
initial,tian1,t
final,tian1,ian
initial,yi4,y
final,yi4,i
initial,meng3,m
final,meng3,eng
initial,zhi4,zh
final,zhi4,i
initial,chang2,ch
final,chang2,ang
initial,zai4,z
final,zai4,ai
initial,meng2,m
final,meng2,eng
initial,hun4,h
final,hun4,un
initial,guo4,g
final,guo4,uo
initial,guan1,g
final,guan1,uan
initial,meng2,m
final,meng2,eng
initial,mei4,m
final,mei4,ei
initial,wu2,w
final,wu2,u
initial,zhi1,zh
final,zhi1,i
initial,meng2,m
final,meng2,eng
initial,mei4,m
final,mei4,ei
initial,ji2,j
final,ji2,i
initial,ju4,j
final,ju4,u
initial,meng1,m
final,meng1,eng
initial,tou2,t
final,tou2,ou
initial,zhuan4,zh
final,zhuan4,uan
initial,xiang4,x
final,xiang4,iang
initial,meng2,m
final,meng2,eng
initial,yi3,y
final,yi3,i
initial,yang3,y
final,yang3,ang
initial,zheng4,zh
final,zheng4,eng
initial,meng2,m
final,meng2,eng
initial,zai4,z
final,zai4,ai
initial,gu3,g
final,gu3,u
initial,li3,l
final,li3,i
initial,meng3,m
final,meng3,eng
initial,meng3,m
final,meng3,eng
initial,dong3,d
final,dong3,ong
initial,dong3,d
final,dong3,ong
initial,meng4,m
final,meng4,eng
initial,mu3,m
final,mu3,u
initial,san1,s
final,san1,an
initial,qian1,q
final,qian1,ian
initial,meng4,m
final,meng4,eng
initial,bi3,b
final,bi3,i
initial,sheng1,sh
final,sheng1,eng
initial,hua1,h
final,hua1,ua
initial,meng4,m
final,meng4,eng
initial,duan4,d
final,duan4,uan
initial,hun2,h
final,hun2,un
initial,lao2,l
final,lao2,ao
initial,meng4,m
final,meng4,eng
initial,huan4,h
final,huan4,uan
initial,pao4,p
final,pao4,ao
initial,ying3,y
final,ying3,ing
initial,meng4,m
final,meng4,eng
initial,hun2,h
final,hun2,un
initial,dian1,d
final,dian1,ian
initial,dao3,d
final,dao3,ao
initial,meng4,m
final,meng4,eng
initial,jian4,j
final,jian4,ian
initial,zhou1,zh
final,zhou1,ou
initial,gong1,g
final,gong1,ong
initial,meng4,m
final,meng4,eng
initial,li3,l
final,li3,i
initial,nan2,n
final,nan2,an
initial,ke1,k
final,ke1,e
initial,meng4,m
final,meng4,eng
initial,mei4,m
final,mei4,ei
initial,yi3,y
final,yi3,i
initial,qiu2,q
final,qiu2,iu
initial,meng4,m
final,meng4,eng
initial,sa1,s
final,sa1,a
initial,liao2,l
final,liao2,iao
initial,ding1,d
final,ding1,ing
initial,meng4,m
final,meng4,eng
initial,sa1,s
final,sa1,a
initial,liao2,l
final,liao2,iao
initial,ding1,d
final,ding1,ing
initial,meng4,m
final,meng4,eng
initial,xiang3,x
final,xiang3,iang
initial,dian1,d
final,dian1,ian
initial,dao3,d
final,dao3,ao
initial,meng4,m
final,meng4,eng
initial,xiong2,x
final,xiong2,iong
initial,zhi1,zh
final,zhi1,i
initial,xi3,x
final,xi3,i
initial,meng4,m
final,meng4,eng
initial,zhong1,zh
final,zhong1,ong
initial,shuo1,sh
final,shuo1,uo
initial,meng4,m
final,meng4,eng
initial,mi2,m
final,mi2,i
initial,feng2,f
final,feng2,eng
initial,qi2,q
final,qi2,i
initial,que4,q
final,que4,ue
initial,mi2,m
final,mi2,i
initial,liu2,l
final,liu2,iu
initial,zhi1,zh
final,zhi1,i
initial,ji4,j
final,ji4,i
initial,mi2,m
final,mi2,i
initial,ri4,r
final,ri4,i
initial,lei4,l
final,lei4,ei
initial,ye4,y
final,ye4,e
initial,mi2,m
final,mi2,i
initial,shan1,sh
final,shan1,an
initial,gen4,g
final,gen4,en
initial,ye3,y
final,ye3,e
initial,mi2,m
final,mi2,i
initial,tian1,t
final,tian1,ian
initial,da4,d
final,da4,a
initial,huang3,h
final,huang3,uang
initial,mi2,m
final,mi2,i
initial,tian1,t
final,tian1,ian
initial,da4,d
final,da4,a
initial,huo4,h
final,huo4,uo
initial,mi2,m
final,mi2,i
initial,tian1,t
final,tian1,ian
initial,da4,d
final,da4,a
initial,zui4,z
final,zui4,ui
initial,mi2,m
final,mi2,i
final,er2,er
initial,bu4,b
final,bu4,u
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
final,er2,er
initial,bu4,b
final,bu4,u
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
final,er2,er
initial,zhi1,zh
final,zhi1,i
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
final,er2,er
initial,zhi1,zh
final,zhi1,i
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
initial,hua1,h
final,hua1,ua
initial,zhan1,zh
final,zhan1,an
initial,cao3,c
final,cao3,ao
initial,mi2,m
final,mi2,i
initial,hun2,h
final,hun2,un
initial,duo2,d
final,duo2,uo
initial,po4,p
final,po4,o
initial,mi2,m
final,mi2,i
initial,hun2,h
final,hun2,un
initial,yin2,y
final,yin2,in
initial,po4,p
final,po4,o
initial,mi2,m
final,mi2,i
initial,huo4,h
final,huo4,uo
initial,bu4,b
final,bu4,u
initial,jie3,j
final,jie3,ie
initial,mi2,m
final,mi2,i
initial,huo4,h
final,huo4,uo
initial,shi4,sh
final,shi4,i
initial,ting1,t
final,ting1,ing
initial,mi2,m
final,mi2,i
initial,jin1,j
final,jin1,in
initial,zui4,z
final,zui4,ui
initial,zhi3,zh
final,zhi3,i
initial,mi2,m
final,mi2,i
initial,li2,l
final,li2,i
initial,chang2,ch
final,chang2,ang
initial,fang3,f
final,fang3,ang
initial,mi2,m
final,mi2,i
initial,li2,l
final,li2,i
initial,chang2,ch
final,chang2,ang
initial,huang3,h
final,huang3,uang
initial,mi2,m
final,mi2,i
initial,li2,l
final,li2,i
initial,chang3,ch
final,chang3,ang
initial,huang3,h
final,huang3,uang
initial,mi2,m
final,mi2,i
initial,li2,l
final,li2,i
initial,huang3,h
final,huang3,uang
initial,hu1,h
final,hu1,u
initial,mi2,m
final,mi2,i
initial,li2,l
final,li2,i
initial,pu1,p
final,pu1,u
initial,shuo4,sh
final,shuo4,uo
initial,mi2,m
final,mi2,i
initial,lian4,l
final,lian4,ian
initial,hai4,h
final,hai4,ai
initial,gu3,g
final,gu3,u
initial,mi2,m
final,mi2,i
initial,mi2,m
final,mi2,i
initial,dang4,d
final,dang4,ang
initial,dang4,d
final,dang4,ang
initial,mi2,m
final,mi2,i
initial,ren2,r
final,ren2,en
initial,yan3,y
final,yan3,an
initial,mu4,m
final,mu4,u
initial,mi2,m
final,mi2,i
initial,tian1,t
final,tian1,ian
initial,da4,d
final,da4,a
initial,huang3,h
final,huang3,uang
initial,mi2,m
final,mi2,i
initial,tian1,t
final,tian1,ian
initial,da4,d
final,da4,a
initial,zui4,z
final,zui4,ui
initial,mi2,m
final,mi2,i
initial,tou2,t
final,tou2,ou
initial,ren4,r
final,ren4,en
initial,ying3,y
final,ying3,ing
initial,mi2,m
final,mi2,i
initial,tu2,t
final,tu2,u
initial,zhi1,zh
final,zhi1,i
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
initial,tu2,t
final,tu2,u
initial,zhi1,zh
final,zhi1,i
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
initial,tu2,t
final,tu2,u
initial,zhi1,zh
final,zhi1,i
initial,fan3,f
final,fan3,an
initial,mi2,m
final,mi2,i
initial,zong1,z
final,zong1,ong
initial,shi1,sh
final,shi1,i
initial,lu4,l
final,lu4,u
initial,mi2,m
final,mi2,i
initial,qu1,q
final,qu1,u
initial,sui4,s
final,sui4,ui
initial,shou3,sh
final,shou3,ou
initial,mi2,m
final,mi2,i
initial,fei4,f
final,fei4,ei
initial,yi3,y
final,yi3,i
initial,dong4,d
final,dong4,ong
initial,mi2,m
final,mi2,i
initial,jian1,j
final,jian1,ian
initial,bu4,b
final,bu4,u
initial,cui1,c
final,cui1,ui
initial,mi3,m
final,mi3,i
initial,mi3,m
final,mi3,i
initial,zhi1,zh
final,zhi1,i
initial,yue4,y
final,yue4,ue
initial,mi3,m
final,mi3,i
initial,mi3,m
final,mi3,i
initial,zhi1,zh
final,zhi1,i
initial,sheng1,sh
final,sheng1,eng
initial,mi3,m
final,mi3,i
initial,mi3,m
final,mi3,i
initial,zhi1,zh
final,zhi1,i
initial,yin1,y
final,yin1,in
initial,mi2,m
final,mi2,i
initial,ran2,r
final,ran2,an
initial,cheng2,ch
final,cheng2,eng
initial,feng1,f
final,feng1,eng
initial,mi3,m
final,mi3,i
initial,ran2,r
final,ran2,an
initial,cong2,c
final,cong2,ong
initial,feng1,f
final,feng1,eng
initial,mi2,m
final,mi2,i
initial,ran2,r
final,ran2,an
initial,shun4,sh
final,shun4,un
initial,feng1,f
final,feng1,eng
initial,mi2,m
final,mi2,i
initial,ran2,r
final,ran2,an
initial,xiang1,x
final,xiang1,iang
initial,feng1,f
final,feng1,eng
initial,mi2,m
final,mi2,i
initial,ran2,r
final,ran2,an
initial,xiang4,x
final,xiang4,iang
initial,feng1,f
final,feng1,eng
initial,mi2,m
final,mi2,i
initial,suo3,s
final,suo3,uo
initial,di3,d
final,di3,i
initial,zhi3,zh
final,zhi3,i
initial,mi2,m
final,mi2,i
initial,suo3,s
final,suo3,uo
initial,shi4,sh
final,shi4,i
initial,cong2,c
