:SRC_VID(string),:DST_VID(string),with_pinyin.position:int
买牛卖剑,jian4,3
买牛息戈,mai3,0
买牛息戈,niu2,1
买牛息戈,xi1,2
买牛息戈,ge1,3
买上告下,mai3,0
买上告下,shang4,1
买上告下,gao4,2
买上告下,xia4,3
买上嘱下,mai3,0
买上嘱下,shang4,1
买上嘱下,zhu3,2
买上嘱下,xia4,3
买田阳羡,mai3,0
买田阳羡,tian2,1
买田阳羡,yang2,2
买田阳羡,xian4,3
买铁思金,mai3,0
买铁思金,tie3,1
买铁思金,si1,2
买铁思金,jin1,3
买王得羊,mai3,0
买王得羊,wang2,1
买王得羊,de2,2
买王得羊,yang2,3
买笑寻欢,mai3,0
买笑寻欢,xiao4,1
买笑寻欢,xun2,2
买笑寻欢,huan1,3
买笑迎欢,mai3,0
买笑迎欢,xiao4,1
买笑迎欢,ying2,2
买笑迎欢,huan1,3
买笑追欢,mai3,0
买笑追欢,xiao4,1
买笑追欢,zhui1,2
买笑追欢,huan1,3
迈古超今,mai4,0
迈古超今,gu3,1
迈古超今,chao1,2
迈古超今,jin1,3
麦饭豆羹,mai4,0
麦饭豆羹,fan4,1
麦饭豆羹,dou4,2
麦饭豆羹,geng1,3
麦丘之祝,mai4,0
麦丘之祝,qiu1,1
麦丘之祝,zhi1,2
麦丘之祝,zhu4,3
麦穗两岐,mai4,0
麦穗两岐,sui4,1
麦穗两岐,liang3,2
麦穗两岐,qi2,3
麦穗两歧,mai4,0
麦穗两歧,sui4,1
麦穗两歧,liang3,2
麦穗两歧,qi2,3
麦秀两岐,mai4,0
麦秀两岐,xiu4,1
麦秀两岐,liang3,2
麦秀两岐,qi2,3
麦秀两歧,mai4,0
麦秀两歧,xiu4,1
麦秀两歧,liang3,2
麦秀两歧,qi2,3
麦秀黍离,mai4,0
麦秀黍离,xiu4,1
麦秀黍离,shu3,2
麦秀黍离,li2,3
卖刀买犊,mai4,0
卖刀买犊,dao1,1
卖刀买犊,mai3,2
卖刀买犊,du2,3
卖犊买刀,mai4,0
卖犊买刀,du2,1
卖犊买刀,mai3,2
卖犊买刀,dao1,3
卖儿贴妇,mai4,0
卖儿贴妇,er2,1
卖儿贴妇,tie1,2
卖儿贴妇,fu4,3
卖儿鬻女,mai4,0
卖儿鬻女,er2,1
卖儿鬻女,yu4,2
卖儿鬻女,nv3,3
卖法市恩,mai4,0
卖法市恩,fa3,1
卖法市恩,shi4,2
卖法市恩,en1,3
卖富差贫,mai4,0
卖富差贫,fu4,1
卖富差贫,cha4,2
卖富差贫,pin2,3
卖公营私,mai4,0
卖公营私,gong1,1
卖公营私,ying2,2
卖公营私,si1,3
卖狗悬羊,mai4,0
卖狗悬羊,gou3,1
卖狗悬羊,xuan2,2
卖狗悬羊,yang2,3
卖乖弄俏,mai4,0
卖乖弄俏,guai1,1
卖乖弄俏,nong4,2
卖乖弄俏,qiao4,3
卖官贩爵,mai4,0
卖官贩爵,guan1,1
卖官贩爵,fan4,2
卖官贩爵,jue2,3
卖官卖爵,mai4,0
卖官卖爵,guan1,1
卖官卖爵,mai4,2
卖官卖爵,jue2,3
卖官鬻爵,mai4,0
卖官鬻爵,guan1,1
卖官鬻爵,yu4,2
卖官鬻爵,jue2,3
卖官鬻狱,mai4,0
卖官鬻狱,guan1,1
卖官鬻狱,yu4,2
卖官鬻狱,yu4,3
卖国求利,mai4,0
卖国求利,guo2,1
卖国求利,qiu2,2
卖国求利,li4,3
卖国求荣,mai4,0
卖国求荣,guo2,1
卖国求荣,qiu2,2
卖国求荣,rong2,3
卖剑买犊,mai4,0
卖剑买犊,jian4,1
卖剑买犊,mai3,2
卖剑买犊,du2,3
卖剑买牛,mai4,0
卖剑买牛,jian4,1
卖剑买牛,mai3,2
卖剑买牛,niu2,3
卖剑买琴,mai4,0
卖剑买琴,jian4,1
卖剑买琴,mai3,2
卖剑买琴,qin2,3
卖爵鬻官,mai4,0
卖爵鬻官,jue2,1
卖爵鬻官,yu4,2
卖爵鬻官,guan1,3
卖空买空,mai4,0
卖空买空,kong1,1
卖空买空,mai3,2
卖空买空,kong1,3
卖李钻核,mai4,0
卖李钻核,li3,1
卖李钻核,zuan1,2
卖李钻核,he2,3
卖履分香,mai4,0
卖履分香,lv3,1
卖履分香,fen1,2
卖履分香,xiang1,3
卖男鬻女,mai4,0
卖男鬻女,nan2,1
卖男鬻女,yu4,2
卖男鬻女,nv3,3
卖妻鬻子,mai4,0
卖妻鬻子,qi1,1
卖妻鬻子,yu4,2
卖妻鬻子,zi3,3
卖俏行奸,mai4,0
卖俏行奸,qiao4,1
卖俏行奸,xing2,2
卖俏行奸,jian1,3
卖俏迎奸,mai4,0
卖俏迎奸,qiao4,1
卖俏迎奸,ying2,2
卖俏迎奸,jian1,3
卖身投靠,mai4,0
卖身投靠,shen1,1
卖身投靠,tou2,2
卖身投靠,kao4,3
卖头卖脚,mai4,0
卖头卖脚,tou2,1
卖头卖脚,mai4,2
卖头卖脚,jiao3,3
卖文为生,mai4,0
卖文为生,wen2,1
卖文为生,wei2,2
卖文为生,shen1,3
卖笑追欢,mai4,0
卖笑追欢,xiao4,1
卖笑追欢,zhui1,2
卖笑追欢,huan1,3
卖友求荣,mai4,0
卖友求荣,you3,1
卖友求荣,qiu2,2
卖友求荣,rong2,3
卖主求荣,mai4,0
卖主求荣,zhu3,1
卖主求荣,qiu2,2
卖主求荣,rong2,3
脉脉含情,mo4,0
脉脉含情,mo4,1
脉脉含情,han2,2
脉脉含情,qing2,3
脉脉相通,mai4,0
脉脉相通,mai4,1
脉脉相通,xiang1,2
脉脉相通,tong1,3
蛮不讲理,man2,0
蛮不讲理,bu4,1
蛮不讲理,jiang3,2
蛮不讲理,li3,3
蛮触相争,man2,0
蛮触相争,chu4,1
蛮触相争,xiang1,2
蛮触相争,zheng1,3
蛮横无理,man2,0
蛮横无理,heng4,1
蛮横无理,wu2,2
蛮横无理,li3,3
蛮来生作,man2,0
蛮来生作,lai2,1
蛮来生作,sheng1,2
蛮来生作,zuo4,3
蛮烟瘴雾,man2,0
蛮烟瘴雾,yan1,1
蛮烟瘴雾,zhang4,2
蛮烟瘴雾,wu4,3
蛮烟瘴雨,man2,0
蛮烟瘴雨,yan1,1
蛮烟瘴雨,zhang4,2
蛮烟瘴雨,yu3,3
瞒上欺下,man2,0
瞒上欺下,shang4,1
瞒上欺下,qi1,2
瞒上欺下,xia4,3
瞒神弄鬼,man2,0
瞒神弄鬼,shen2,1
瞒神弄鬼,nong4,2
瞒神弄鬼,gui3,3
瞒天大谎,man2,0
瞒天大谎,tian1,1
瞒天大谎,da4,2
瞒天大谎,huang3,3
瞒天过海,man2,0
瞒天过海,tian1,1
瞒天过海,guo4,2
瞒天过海,hai3,3
瞒天瞒地,man2,0
瞒天瞒地,tian1,1
瞒天瞒地,man2,2
瞒天瞒地,di4,3
瞒天昧地,man2,0
瞒天昧地,tian1,1
瞒天昧地,mei4,2
瞒天昧地,di4,3
瞒天讨价,man2,0
瞒天讨价,tian1,1
瞒天讨价,tao3,2
瞒天讨价,jia4,3
瞒天要价,man2,0
瞒天要价,tian1,1
瞒天要价,yao4,2
瞒天要价,jia4,3
瞒心昧己,man2,0
瞒心昧己,xin1,1
瞒心昧己,mei4,2
瞒心昧己,ji3,3
满不在乎,man3,0
满不在乎,bu4,1
满不在乎,zai4,2
满不在乎,hu1,3
满不在意,man3,0
满不在意,bu4,1
满不在意,zai4,2
满不在意,yi4,3
满城风雨,man3,0
满城风雨,cheng2,1
满城风雨,feng1,2
满城风雨,yu3,3
满打满算,man3,0
满打满算,da3,1
满打满算,man3,2
满打满算,suan4,3
满而不溢,man3,0
满而不溢,er2,1
满而不溢,bu4,2
满而不溢,yi4,3
满腹狐疑,man3,0
满腹狐疑,fu4,1
满腹狐疑,hu2,2
满腹狐疑,yi2,3
满腹经纶,man3,0
满腹经纶,fu4,1
满腹经纶,jing1,2
满腹经纶,lun2,3
满腹牢骚,man3,0
满腹牢骚,fu4,1
满腹牢骚,lao2,2
满腹牢骚,sao1,3
满腹文章,man3,0
满腹文章,fu4,1
满腹文章,wen2,2
满腹文章,zhang1,3
满腹疑团,man3,0
满腹疑团,fu4,1
满腹疑团,yi2,2
满腹疑团,tuan2,3
满腹珠玑,man3,0
满腹珠玑,fu4,1
满腹珠玑,zhu1,2
满腹珠玑,ji1,3
满谷满坑,man3,0
满谷满坑,gu3,1
满谷满坑,man3,2
满谷满坑,keng1,3
满坑满谷,man3,0
满坑满谷,keng1,1
满坑满谷,man3,2
满坑满谷,gu3,3
满脸春风,man3,0
满脸春风,lian3,1
满脸春风,chun1,2
满脸春风,feng1,3
满脸春色,man3,0
满脸春色,lian3,1
满脸春色,chun1,2
满脸春色,se4,3
满面春风,man3,0
满面春风,mian4,1
满面春风,chun1,2
满面春风,feng1,3
满面红光,man3,0
满面红光,mian4,1
满面红光,hong2,2
满面红光,guang1,3
满目疮痍,man3,0
满目疮痍,mu4,1
满目疮痍,chuang1,2
满目疮痍,yi2,3
满目荆榛,man3,0
满目荆榛,mu4,1
满目荆榛,jing1,2
满目荆榛,zhen1,3
满目凄凉,man3,0
满目凄凉,mu4,1
满目凄凉,qi1,2
满目凄凉,liang2,3
满盘皆输,man3,0
满盘皆输,pan2,1
满盘皆输,jie1,2
满盘皆输,shu1,3
满腔热忱,man3,0
满腔热忱,qiang1,1
满腔热忱,re4,2
满腔热忱,chen2,3
满腔热枕,man3,0
满腔热枕,qiang1,1
满腔热枕,re4,2
满腔热枕,chen2,3
满山遍野,man3,0
满山遍野,shan1,1
满山遍野,bian4,2
满山遍野,ye3,3
满舌生花,man3,0
满舌生花,she2,1
满舌生花,sheng1,2
满舌生花,hua1,3
满天星斗,man3,0
满天星斗,tian1,1
满天星斗,xing1,2
满天星斗,dou3,3
满袖春风,man3,0
满袖春风,xiu4,1
满袖春风,chun1,2
满袖春风,feng1,3
满园春色,man3,0
满园春色,yuan2,1
满园春色,chun1,2
满园春色,se4,3
满载而归,man3,0
满载而归,zai4,1
满载而归,er2,2
满载而归,gui1,3
满纸空言,man3,0
满纸空言,zhi3,1
满纸空言,kong1,2
满纸空言,yan2,3
满坐风生,man3,0
满坐风生,zuo4,1
满坐风生,feng1,2
满坐风生,sheng1,3
满座风生,man3,0
满座风生,zuo4,1
满座风生,feng1,2
满座风生,sheng1,3
曼衍鱼龙,man4,0
曼衍鱼龙,yan3,1
曼衍鱼龙,yu2,2
曼衍鱼龙,long2,3
谩不经意,man4,0
谩不经意,bu4,1
谩不经意,jing1,2
谩不经意,yi4,3
谩藏诲盗,man4,0
谩藏诲盗,cang2,1
谩藏诲盗,hui4,2
谩藏诲盗,dao4,3
谩辞哗说,man4,0
谩辞哗说,ci2,1
谩辞哗说,hua2,2
谩辞哗说,shuo1,3
谩天谩地,man4,0
谩天谩地,tian1,1
谩天谩地,man4,2
谩天谩地,di4,3
谩天昧地,man2,0
谩天昧地,tian1,1
谩天昧地,mei4,2
谩天昧地,di4,3
慢藏诲盗,man4,0
慢藏诲盗,cang2,1
慢藏诲盗,hui4,2
慢藏诲盗,dao4,3
慢腾斯礼,man4,0
慢腾斯礼,teng2,1
慢腾斯礼,si1,2
慢腾斯礼,li3,3
慢条丝礼,man4,0
慢条丝礼,tiao2,1
慢条丝礼,si1,2
慢条丝礼,li3,3
慢条斯礼,man4,0
慢条斯礼,tiao2,1
慢条斯礼,si1,2
慢条斯礼,li3,3
慢条斯理,man4,0
慢条斯理,tiao2,1
慢条斯理,si1,2
慢条斯理,li3,3
慢条厮礼,man4,0
慢条厮礼,tiao2,1
慢条厮礼,si1,2
慢条厮礼,li3,3
慢易生忧,man4,0
慢易生忧,yi4,1
慢易生忧,sheng1,2
慢易生忧,you1,3
漫不加意,man4,0
漫不加意,bu4,1
漫不加意,jia1,2
漫不加意,yi4,3
漫不经心,man4,0
漫不经心,bu4,1
漫不经心,jing1,2
漫不经心,xin1,3
漫不经意,man4,0
漫不经意,bu4,1
漫不经意,jing1,2
漫不经意,yi4,3
漫藏诲盗,man4,0
漫藏诲盗,cang2,1
漫藏诲盗,hui4,2
漫藏诲盗,dao4,3
漫地漫天,man4,0
漫地漫天,di4,1
漫地漫天,man4,2
漫地漫天,tian1,3
漫山遍野,man4,0
漫山遍野,shan1,1
漫山遍野,bian4,2
漫山遍野,ye3,3
漫山塞野,man4,0
漫山塞野,shan1,1
漫山塞野,sai1,2
漫山塞野,ye3,3
漫天蔽野,man4,0
漫天蔽野,tian1,1
漫天蔽野,bi4,2
漫天蔽野,ye3,3
漫天遍地,man4,0
漫天遍地,shan1,1
漫天遍地,bian4,2
漫天遍地,di4,3
漫天遍野,man4,0
漫天遍野,shan1,1
漫天遍野,bian4,2
漫天遍野,ye3,3
漫天大谎,man4,0
漫天大谎,tian1,1
漫天大谎,da4,2
漫天大谎,huang3,3
漫天盖地,man4,0
漫天盖地,tian1,1
漫天盖地,gai4,2
漫天盖地,di4,3
漫天过海,man4,0
漫天过海,tian1,1
漫天过海,guo4,2
漫天过海,hai3,3
漫天叫价,man4,0
漫天叫价,tian1,1
漫天叫价,jiao4,2
漫天叫价,jia4,3
漫天开价,man4,0
漫天开价,tian1,1
漫天开价,kai1,2
漫天开价,jia4,3
漫天掩地,man4,0
漫天掩地,tian1,1
漫天掩地,yan3,2
漫天掩地,di4,3
漫天要价,man4,0
漫天要价,tian1,1
漫天要价,yao4,2
漫天要价,jia4,3
漫天匝地,man4,0
漫天匝地,tian1,1
漫天匝地,za1,2
漫天匝地,di4,3
漫条斯理,man4,0
漫条斯理,tiao2,1
漫条斯理,si1,2
漫条斯理,li3,3
漫无边际,man4,0
漫无边际,wu2,1
漫无边际,bian1,2
漫无边际,ji4,3
漫无止境,man4,0
漫无止境,wu2,1
漫无止境,zhi3,2
漫无止境,jing4,3
蔓草难除,man4,0
蔓草难除,cao3,1
蔓草难除,nan2,2
蔓草难除,chu2,3
蔓蔓日茂,man4,0
蔓蔓日茂,man4,1
蔓蔓日茂,ri4,2
蔓蔓日茂,mao4,3
蔓引株求,man4,0
蔓引株求,yin3,1
蔓引株求,zhu1,2
蔓引株求,qiu2,3
忙不择价,mang2,0
忙不择价,bu4,1
忙不择价,ze2,2
忙不择价,jia4,3
忙里偷闲,mang2,0
忙里偷闲,li3,1
忙里偷闲,tou1,2
忙里偷闲,xian2,3
忙忙碌碌,mang2,0
忙忙碌碌,mang2,1
忙忙碌碌,lu4,2
忙忙碌碌,lu4,3
忙中有错,mang2,0
忙中有错,zhong1,1
忙中有错,you3,2
忙中有错,cuo4,3
忙中有失,mang2,0
忙中有失,zhong1,1
忙中有失,you3,2
忙中有失,shi1,3
芒刺在背,mang2,0
芒刺在背,ci4,1
芒刺在背,zai4,2
芒刺在背,bei4,3
芒寒色正,mang2,0
芒寒色正,han2,1
芒寒色正,se4,2
芒寒色正,zheng4,3
芒芒苦海,mang2,0
芒芒苦海,mang2,1
芒芒苦海,ku3,2
芒芒苦海,hai3,3
芒鞋竹笠,mang2,0
芒鞋竹笠,xie2,1
芒鞋竹笠,zhu2,2
芒鞋竹笠,li4,3
尨眉皓发,chou2,0
尨眉皓发,mei2,1
尨眉皓发,hao4,2
尨眉皓发,fa1,3
盲风暴雨,mang2,0
盲风暴雨,feng1,1
盲风暴雨,bao4,2
盲风暴雨,yu3,3
盲风妒雨,mang2,0
盲风妒雨,feng1,1
盲风妒雨,du4,2
盲风妒雨,yu3,3
盲风怪雨,mang2,0
盲风怪雨,feng1,1
盲风怪雨,guai4,2
盲风怪雨,yu3,3
盲风怪云,mang2,0
盲风怪云,feng1,1
盲风怪云,guai4,2
盲风怪云,yun2,3
盲风晦雨,mang2,0
盲风晦雨,feng1,1
盲风晦雨,hui4,2
盲风晦雨,yu3,3
盲风涩雨,mang2,0
盲风涩雨,feng1,1
盲风涩雨,se4,2
盲风涩雨,yu3,3
盲人把烛,mang2,0
盲人把烛,ren2,1
盲人把烛,ba3,2
盲人把烛,zhu2,3
盲人扪烛,mang2,0
盲人扪烛,ren2,1
盲人扪烛,men2,2
盲人扪烛,zhu2,3
盲人摸象,mang2,0
盲人摸象,ren2,1
盲人摸象,mo1,2
盲人摸象,xiang4,3
盲人说象,mang2,0
盲人说象,ren2,1
盲人说象,shuo1,2
盲人说象,xiang4,3
盲人瞎马,mang2,0
盲人瞎马,ren2,1
盲人瞎马,xia1,2
盲人瞎马,ma3,3
盲翁扪钥,mang2,0
盲翁扪钥,weng1,1
盲翁扪钥,men2,2
盲翁扪钥,yao4,3
盲翁扪籥,mang2,0
盲翁扪籥,weng1,1
盲翁扪籥,men2,2
盲翁扪籥,yue4,3
盲者得镜,mang2,0
盲者得镜,zhe3,1
盲者得镜,de2,2
盲者得镜,jing4,3
茫茫苦海,mang2,0
茫茫苦海,mang2,1
茫茫苦海,ku3,2
茫茫苦海,hai3,3
茫然不解,mang2,0
茫然不解,ran2,1
茫然不解,bu4,2
茫然不解,jie3,3
茫然若失,mang2,0
茫然若失,ran2,1
茫然若失,ruo4,2
茫然若失,shi1,3
茫然自失,mang2,0
茫然自失,ran2,1
茫然自失,zi4,2
茫然自失,shi1,3
茫无边际,mang2,0
茫无边际,wu2,1
茫无边际,bian1,2
茫无边际,ji4,3
茫无端绪,mang2,0
茫无端绪,wu2,1
茫无端绪,duan1,2
茫无端绪,xu4,3
茫无所知,mang2,0
茫无所知,wu2,1
茫无所知,suo3,2
茫无所知,zhi1,3
茫无头绪,mang2,0
茫无头绪,wu2,1
茫无头绪,tou2,2
茫无头绪,xu4,3
茫无涯际,mang2,0
茫无涯际,wu2,1
茫无涯际,ya2,2
茫无涯际,ji4,3
蟒袍玉带,mang3,0
蟒袍玉带,pao2,1
蟒袍玉带,yu4,2
蟒袍玉带,dai4,3
猫哭老鼠,mao1,0
猫哭老鼠,ku1,1
猫哭老鼠,lao3,2
猫哭老鼠,shu3,3
猫噬鹦鹉,mao1,0
猫噬鹦鹉,shi4,1
猫噬鹦鹉,ying1,2
猫噬鹦鹉,wu3,3
猫鼠同处,mao1,0
猫鼠同处,shu3,1
猫鼠同处,tong2,2
猫鼠同处,chu3,3
猫鼠同眠,mao1,0
猫鼠同眠,shu3,1
猫鼠同眠,tong2,2
猫鼠同眠,mian2,3
猫鼠同乳,mao1,0
猫鼠同乳,shu3,1
猫鼠同乳,tong2,2
猫鼠同乳,ru3,3
毛发不爽,mao2,0
毛发不爽,fa1,1
毛发不爽,bu4,2
毛发不爽,shuang3,3
毛发倒竖,mao2,0
毛发倒竖,fa1,1
毛发倒竖,dao3,2
毛发倒竖,shu4,3
毛发丝粟,mao2,0
毛发丝粟,fa4,1
毛发丝粟,si1,2
毛发丝粟,su4,3
毛发悚然,mao2,0
毛发悚然,fa1,1
毛发悚然,song3,2
毛发悚然,ran2,3
毛发耸然,mao2,0
毛发耸然,fa1,1
毛发耸然,song3,2
毛发耸然,ran2,3
毛发之功,mao2,0
毛发之功,fa4,1
毛发之功,zhi1,2
毛发之功,gong1,3
毛骨悚然,mao2,0
毛骨悚然,gu3,1
毛骨悚然,song3,2
毛骨悚然,ran2,3
毛骨耸然,mao2,0
毛骨耸然,gu3,1
毛骨耸然,song3,2
毛骨耸然,ran2,3
毛骨竦然,mao2,0
毛骨竦然,gu3,1
毛骨竦然,song3,2
毛骨竦然,ran2,3
毛举缕析,mao2,0
毛举缕析,ju3,1
毛举缕析,lv3,2
毛举缕析,xi1,3
毛举细故,mao2,0
毛举细故,ju3,1
毛举细故,xi4,2
毛举细故,gu4,3
毛举细务,mao2,0
毛举细务,ju3,1
毛举细务,xi4,2
毛举细务,wu4,3
毛森骨立,mao2,0
毛森骨立,sen1,1
毛森骨立,gu3,2
毛森骨立,li4,3
毛手毛脚,mao2,0
毛手毛脚,shou3,1
毛手毛脚,mao2,2
毛手毛脚,jiao3,3
毛遂堕井,mao2,0
毛遂堕井,sui2,1
毛遂堕井,duo4,2
毛遂堕井,jing3,3
毛遂自荐,mao2,0
毛遂自荐,sui2,1
毛遂自荐,zi4,2
毛遂自荐,jian4,3
毛羽零落,mao2,0
毛羽零落,yu3,1
毛羽零落,ling2,2
毛羽零落,luo4,3
毛羽未丰,mao2,0
毛羽未丰,yu3,1
毛羽未丰,wei4,2
毛羽未丰,feng1,3
茅茨土阶,mao2,0
茅茨土阶,ci4,1
茅茨土阶,tu3,2
茅茨土阶,jie1,3
茅庐三顾,mao2,0
茅庐三顾,lu2,1
茅庐三顾,san1,2
茅庐三顾,gu4,3
茅塞顿开,mao2,0
茅塞顿开,se4,1
茅塞顿开,dun4,2
茅塞顿开,kai1,3
茅室蓬户,mao2,0
茅室蓬户,shi4,1
茅室蓬户,peng2,2
茅室蓬户,hu4,3
茅屋采椽,mao2,0
茅屋采椽,wu1,1
茅屋采椽,cai3,2
茅屋采椽,chuan2,3
茂林修竹,mao4,0
茂林修竹,lin2,1
茂林修竹,xiu1,2
茂林修竹,zhu2,3
冒大不韪,mao4,0
冒大不韪,da4,1
冒大不韪,bu4,2
冒大不韪,wei3,3
冒名顶替,mao4,0
冒名顶替,ming2,1
冒名顶替,ding3,2
冒名顶替,ti4,3
冒名接脚,mao4,0
冒名接脚,ming2,1
冒名接脚,jie3,2
冒名接脚,jiao3,3
贸首之仇,mao4,0
贸首之仇,shou3,1
贸首之仇,zhi1,2
贸首之仇,chou2,3
贸首之雠,mao4,0
贸首之雠,shou3,1
贸首之雠,zhi1,2
贸首之雠,chou2,3
貌合情离,mao4,0
貌合情离,he2,1
貌合情离,qing2,2
貌合情离,li2,3
貌合神离,mao4,0
貌合神离,he2,1
貌合神离,shen2,2
貌合神离,li2,3
貌合心离,mao4,0
貌合心离,he2,1
貌合心离,xin1,2
貌合心离,li2,3
貌合行离,mao4,0
貌合行离,he2,1
貌合行离,xing2,2
貌合行离,li2,3
貌合形离,mao4,0
貌合形离,he2,1
貌合形离,xing2,2
貌合形离,li2,3
貌离神合,mao4,0
貌离神合,li2,1
貌离神合,shen2,2
貌离神合,he2,3
貌是情非,mao4,0
貌是情非,shi4,1
貌是情非,qing2,2
貌是情非,fei1,3
貌是心非,mao4,0
貌是心非,shi4,1
貌是心非,xin1,2
貌是心非,fei1,3
貌似强大,mao4,0
貌似强大,si4,1
貌似强大,qiang2,2
貌似强大,da4,3
没查没利,mei2,0
没查没利,cha2,1
没查没利,mei2,2
没查没利,li4,3
没齿不忘,mo4,0
没齿不忘,chi3,1
没齿不忘,bu4,2
没齿不忘,wang4,3
没齿难忘,mo4,0
没齿难忘,chi3,1
没齿难忘,nan2,2
没齿难忘,wang4,3
没齿无怨,mo4,0
没齿无怨,chi3,1
没齿无怨,wu2,2
没齿无怨,yuan4,3
没颠没倒,mei2,0
没颠没倒,dian1,1
没颠没倒,mei2,2
没颠没倒,dao3,3
没而不朽,mei2,0
没而不朽,er2,1
没而不朽,bu4,2
没而不朽,xiu3,3
没法没天,mei2,0
没法没天,fa3,1
没法没天,mei2,2
没法没天,tian1,3
没法奈何,mei2,0
没法奈何,fa3,1
没法奈何,nai4,2
没法奈何,he2,3
没计奈何,mei2,0
没计奈何,ji4,1
没计奈何,nai4,2
没计奈何,he2,3
没金铩羽,mei2,0
没金铩羽,jin1,1
没金铩羽,sha1,2
没金铩羽,yu3,3
没金饮羽,mo4,0
没金饮羽,jin1,1
没金饮羽,yin3,2
没金饮羽,yu3,3
没精打采,mei2,0
没精打采,jing1,1
没精打采,da3,2
没精打采,cai3,3
没精打彩,mei2,0
没精打彩,jing1,1
没精打彩,da3,2
没精打彩,cai3,3
没精没彩,mei2,0
没精没彩,jing1,1
没精没彩,mei2,2
没精没彩,cai3,3
没精塌彩,mei2,0
没精塌彩,jing1,1
没精塌彩,ta1,2
没精塌彩,cai3,3
没可奈何,mei2,0
没可奈何,ke3,1
没可奈何,nai4,2
没可奈何,he2,3
没里没外,mei2,0
没里没外,li3,1
没里没外,mei2,2
没里没外,wai4,3
没毛大虫,mei2,0
没毛大虫,mao2,1
没毛大虫,da4,2
没毛大虫,chong2,3
没没无闻,mo4,0
没没无闻,mo4,1
没没无闻,wu2,2
没没无闻,wen2,3
没眉没眼,mei2,0
没眉没眼,mei2,1
没眉没眼,mei2,2
没眉没眼,yan3,3
没轻没重,mei2,0
没轻没重,qing1,1
没轻没重,mei2,2
没轻没重,zhong4,3
没日没夜,mei2,0
没日没夜,ri4,1
没日没夜,mei2,2
没日没夜,ye4,3
没石饮羽,mei2,0
没石饮羽,shi2,1
没石饮羽,yin3,2
没石饮羽,yu3,3
没世不忘,mo4,0
没世不忘,shi4,1
没世不忘,bu4,2
没世不忘,wang4,3
没世不渝,mei2,0
没世不渝,shi4,1
没世不渝,bu4,2
没世不渝,yu2,3
没世难忘,mo4,0
没世难忘,shi4,1
没世难忘,nan2,2
没世难忘,wang4,3
没世穷年,mei2,0
没世穷年,shi4,1
没世穷年,qiong2,2
没世穷年,nian2,3
没世无称,mei2,0
没世无称,shi4,1
没世无称,wu2,2
没世无称,cheng1,3
没世无闻,mei2,0
没世无闻,shi4,1
没世无闻,wu2,2
没世无闻,wen2,3
没头苍蝇,mei2,0
没头苍蝇,tou2,1
没头苍蝇,cang1,2
没头苍蝇,ying,3
没头没脸,mei2,0
没头没脸,tou2,1
没头没脸,mei2,2
没头没脸,lian3,3
没头没脑,mei2,0
没头没脑,tou2,1
没头没脑,mei2,2
没头没脑,nao3,3
没完没了,mei2,0
没完没了,wan2,1
没完没了,mei2,2
没完没了,liao3,3
没卫饮羽,mei2,0
没卫饮羽,wei4,1
没卫饮羽,yin3,2
没卫饮羽,yu3,3
没屋架梁,mei2,0
没屋架梁,wu1,1
没屋架梁,jia4,2
没屋架梁,liang2,3
没衷一是,mo4,0
没衷一是,zhong1,1
没衷一是,yi1,2
没衷一是,shi4,3
枚速马工,ma3,0
枚速马工,gong1,1
枚速马工,mei2,2
枚速马工,su4,3
眉飞色舞,mei2,0
眉飞色舞,fei1,1
眉飞色舞,se4,2
眉飞色舞,wu3,3
眉飞眼笑,mei2,0
眉飞眼笑,fei1,1
眉飞眼笑,yan3,2
眉飞眼笑,xiao4,3
眉高眼低,mei2,0
眉高眼低,gao1,1
眉高眼低,yan3,2
眉高眼低,di1,3
眉花眼笑,mei2,0
眉花眼笑,hua1,1
眉花眼笑,yan3,2
眉花眼笑,xiao4,3
眉欢眼笑,mei2,0
眉欢眼笑,huan1,1
眉欢眼笑,yan3,2
眉欢眼笑,xiao4,3
眉睫之祸,mei2,0
眉睫之祸,jie2,1
眉睫之祸,zhi1,2
眉睫之祸,huo4,3
眉睫之内,mei2,0
眉睫之内,jie2,1
眉睫之内,zhi1,2
眉睫之内,nei4,3
眉开眼笑,mei2,0
眉开眼笑,kai1,1
眉开眼笑,yan3,2
眉开眼笑,xiao4,3
眉来眼去,mei2,0
眉来眼去,lai2,1
眉来眼去,yan3,2
眉来眼去,qu4,3
眉目传情,mei2,0
眉目传情,mu4,1
眉目传情,chuan2,2
眉目传情,qing2,3
眉目如画,mei2,0
眉目如画,mu4,1
眉目如画,ru2,2
眉目如画,hua4,3
眉清目秀,mei2,0
眉清目秀,qing1,1
眉清目秀,mu4,2
眉清目秀,xiu4,3
眉头不伸,mei2,0
眉头不伸,tou2,1
眉头不伸,bu4,2
眉头不伸,shen1,3
眉头眼尾,mei2,0
眉头眼尾,tou2,1
眉头眼尾,yan3,2
眉头眼尾,wei3,3
眉语目笑,mei2,0
眉语目笑,yu3,1
眉语目笑,mu4,2
眉语目笑,xiao4,3
梅妻鹤子,mei2,0
梅妻鹤子,qi1,1
梅妻鹤子,he4,2
梅妻鹤子,zi3,3
媒妁之言,mei2,0
媒妁之言,shuo4,1
媒妁之言,zhi1,2
媒妁之言,yan2,3
每饭不忘,mei3,0
每饭不忘,fan4,1
每饭不忘,bu4,2
