:VID(string),idiom.pinyin:string
门衰祚薄,"['men2', 'shuai1', 'zuo4', 'bao2']"
门庭赫奕,"['men2', 'ting2', 'he4', 'yi4']"
门庭如市,"['men2', 'ting2', 'ru2', 'shi4']"
门庭若市,"['men2', 'ting2', 'ruo4', 'shi4']"
门无杂宾,"['men2', 'wu2', 'za2', 'bin1']"
门无杂客,"['men2', 'wu2', 'za2', 'ke4']"
扪参历井,"['men2', 'shen1', 'li4', 'jing3']"
扪虱而谈,"['men2', 'shi1', 'er2', 'tan2']"
扪虱而言,"['men2', 'shi1', 'er2', 'yan2']"
扪心无愧,"['men2', 'xin1', 'wu2', 'kui4']"
扪心自问,"['men2', 'xin1', 'zi4', 'wen4']"
闷海愁山,"['men4', 'hai3', 'chou2', 'shan1']"
闷闷不乐,"['men4', 'men4', 'bu4', 'le4']"
盟山誓海,"['meng2', 'shan1', 'shi4', 'hai3']"
猛虎插翅,"['meng3', 'hu3', 'cha1', 'chi4']"
猛虎出山,"['meng3', 'hu3', 'chu1', 'shan1']"
猛虎深山,"['meng3', 'hu3', 'shen1', 'shan1']"
猛虎添翼,"['meng3', 'hu3', 'tian1', 'yi4']"
猛志常在,"['meng3', 'zhi4', 'chang2', 'zai4']"
蒙混过关,"['meng2', 'hun4', 'guo4', 'guan1']"
蒙昧无知,"['meng2', 'mei4', 'wu2', 'zhi1']"
蒙袂辑屦,"['meng2', 'mei4', 'ji2', 'ju4']"
蒙头转向,"['meng1', 'tou2', 'zhuan4', 'xiang4']"
蒙以养正,"['meng2', 'yi3', 'yang3', 'zheng4']"
蒙在鼓里,"['meng2', 'zai4', 'gu3', 'li3']"
懵懵懂懂,"['meng3', 'meng3', 'dong3', 'dong3']"
孟母三迁,"['meng4', 'mu3', 'san1', 'qian1']"
梦笔生花,"['meng4', 'bi3', 'sheng1', 'hua1']"
梦断魂劳,"['meng4', 'duan4', 'hun2', 'lao2']"
梦幻泡影,"['meng4', 'huan4', 'pao4', 'ying3']"
梦魂颠倒,"['meng4', 'hun2', 'dian1', 'dao3']"
梦见周公,"['meng4', 'jian4', 'zhou1', 'gong1']"
梦里南轲,"['meng4', 'li3', 'nan2', 'ke1']"
梦寐以求,"['meng4', 'mei4', 'yi3', 'qiu2']"
梦撒寮丁,"['meng4', 'sa1', 'liao2', 'ding1']"
梦撒撩丁,"['meng4', 'sa1', 'liao2', 'ding1']"
梦想颠倒,"['meng4', 'xiang3', 'dian1', 'dao3']"
梦熊之喜,"['meng4', 'xiong2', 'zhi1', 'xi3']"
梦中说梦,"['meng4', 'zhong1', 'shuo1', 'meng4']"
弥缝其阙,"['mi2', 'feng2', 'qi2', 'que4']"
弥留之际,"['mi2', 'liu2', 'zhi1', 'ji4']"
弥日累夜,"['mi2', 'ri4', 'lei4', 'ye4']"
弥山亘野,"['mi2', 'shan1', 'gen4', 'ye3']"
弥天大谎,"['mi2', 'tian1', 'da4', 'huang3']"
弥天大祸,"['mi2', 'tian1', 'da4', 'huo4']"
弥天大罪,"['mi2', 'tian1', 'da4', 'zui4']"
迷而不反,"['mi2', 'er2', 'bu4', 'fan3']"
迷而不返,"['mi2', 'er2', 'bu4', 'fan3']"
迷而知反,"['mi2', 'er2', 'zhi1', 'fan3']"
迷而知返,"['mi2', 'er2', 'zhi1', 'fan3']"
迷花沾草,"['mi2', 'hua1', 'zhan1', 'cao3']"
迷魂夺魄,"['mi2', 'hun2', 'duo2', 'po4']"
迷魂淫魄,"['mi2', 'hun2', 'yin2', 'po4']"
迷惑不解,"['mi2', 'huo4', 'bu4', 'jie3']"
迷惑视听,"['mi2', 'huo4', 'shi4', 'ting1']"
迷金醉纸,"['mi2', 'jin1', 'zui4', 'zhi3']"
迷离徜仿,"['mi2', 'li2', 'chang2', 'fang3']"
迷离徜恍,"['mi2', 'li2', 'chang2', 'huang3']"
迷离惝恍,"['mi2', 'li2', 'chang3', 'huang3']"
迷离恍惚,"['mi2', 'li2', 'huang3', 'hu1']"
迷离扑朔,"['mi2', 'li2', 'pu1', 'shuo4']"
迷恋骸骨,"['mi2', 'lian4', 'hai4', 'gu3']"
迷迷荡荡,"['mi2', 'mi2', 'dang4', 'dang4']"
迷人眼目,"['mi2', 'ren2', 'yan3', 'mu4']"
迷天大谎,"['mi2', 'tian1', 'da4', 'huang3']"
迷天大罪,"['mi2', 'tian1', 'da4', 'zui4']"
迷头认影,"['mi2', 'tou2', 'ren4', 'ying3']"
迷涂知反,"['mi2', 'tu2', 'zhi1', 'fan3']"
迷途知反,"['mi2', 'tu2', 'zhi1', 'fan3']"
迷途知返,"['mi2', 'tu2', 'zhi1', 'fan3']"
迷踪失路,"['mi2', 'zong1', 'shi1', 'lu4']"
糜躯碎首,"['mi2', 'qu1', 'sui4', 'shou3']"
麋沸蚁动,"['mi2', 'fei4', 'yi3', 'dong4']"
靡坚不摧,"['mi2', 'jian1', 'bu4', 'cui1']"
靡靡之乐,"['mi3', 'mi3', 'zhi1', 'yue4']"
靡靡之声,"['mi3', 'mi3', 'zhi1', 'sheng1']"
靡靡之音,"['mi3', 'mi3', 'zhi1', 'yin1']"
靡然成风,"['mi2', 'ran2', 'cheng2', 'feng1']"
靡然从风,"['mi3', 'ran2', 'cong2', 'feng1']"
靡然顺风,"['mi2', 'ran2', 'shun4', 'feng1']"
靡然乡风,"['mi2', 'ran2', 'xiang1', 'feng1']"
靡然向风,"['mi2', 'ran2', 'xiang4', 'feng1']"
靡所底止,"['mi2', 'suo3', 'di3', 'zhi3']"
靡所适从,"['mi2', 'suo3', 'shi4', 'cong2']"
靡颜腻理,"['mi3', 'yan2', 'ni4', 'li3']"
靡衣偷食,"['mi3', 'yi1', 'tou1', 'shi2']"
靡衣媮食,"['mi3', 'yi1', 'tou1', 'shi2']"
靡衣玉食,"['mi2', 'yi1', 'yu4', 'shi2']"
靡有孑遗,"['mi3', 'you3', 'jie2', 'yi2']"
靡知所措,"['mi2', 'zhi1', 'suo3', 'cuo4']"
米粒之珠,"['mi3', 'li4', 'zhi1', 'zhu1']"
米盐博辩,"['mi3', 'yan2', 'bo2', 'bian4']"
米已成炊,"['mi3', 'yi3', 'cheng2', 'chui1']"
米珠薪桂,"['mi3', 'zhu1', 'xin1', 'gui4']"
觅迹寻踪,"['mi4', 'ji4', 'xun2', 'zong1']"
秘而不露,"['mi4', 'er2', 'bu4', 'lu4']"
秘而不宣,"['mi4', 'er2', 'bu4', 'xuan1']"
秘而不言,"['mi4', 'er2', 'bu4', 'yan2']"
密不通风,"['mi4', 'bu4', 'tong1', 'feng1']"
密锣紧鼓,"['mi4', 'luo2', 'jin3', 'gu3']"
密密层层,"['mi4', 'mi4', 'ceng2', 'ceng2']"
密约偷期,"['mi4', 'yue1', 'tou1', 'qi1']"
密云不雨,"['mi4', 'yun2', 'bu4', 'yu3']"
蜜里调油,"['mi4', 'li3', 'tiao2', 'you2']"
眠花藉柳,"['mian2', 'hua1', 'jie4', 'liu3']"
眠花宿柳,"['mian2', 'hua1', 'su4', 'liu3']"
眠花卧柳,"['mian2', 'hua1', 'wo4', 'liu3']"
眠花醉柳,"['mian2', 'hua1', 'zui4', 'liu3']"
眠霜卧雪,"['mian2', 'shuang1', 'wo4', 'xue3']"
眠思梦想,"['mian2', 'si1', 'meng4', 'xiang3']"
眠云卧石,"['mian2', 'yun2', 'wo4', 'shi2']"
绵里薄材,"['mian2', 'li3', 'bo2', 'cai2']"
绵里藏针,"['mian2', 'li3', 'cang2', 'zhen1']"
绵力薄材,"['mian2', 'li4', 'bo2', 'cai2']"
绵绵不断,"['mian2', 'mian2', 'bu4', 'duan4']"
绵绵不绝,"['mian2', 'mian2', 'bu4', 'jue2']"
绵绵瓜瓞,"['mian2', 'mian2', 'gua1', 'die2']"
绵延不断,"['mian2', 'yan2', 'bu4', 'duan4']"
绵言细语,"['mian2', 'yan2', 'xi4', 'yu3']"
免怀之岁,"['mian3', 'huai2', 'zhi1', 'sui4']"
免开尊口,"['mian3', 'kai1', 'zun1', 'kou3']"
黾穴鸲巢,"['meng3', 'xue2', 'qu2', 'chao2']"
俛拾地芥,"['bi4', 'shi2', 'di4', 'jie4']"
俛拾仰取,"['fu3', 'shi2', 'yang3', 'qu3']"
俛首帖耳,"['ma3', 'shou3', 'tie1', 'er3']"
勉为其难,"['mian3', 'wei2', 'qi2', 'nan2']"
眄视指使,"['mian3', 'shi3', 'zhi3', 'shi3']"
偭规错矩,"['mian3', 'gui1', 'cuo4', 'ju3']"
偭规越矩,"['mian3', 'gui1', 'yue4', 'ju3']"
腼颜人世,"['mian3', 'yan2', 'ren2', 'shi4']"
腼颜事仇,"['mian3', 'yan2', 'shi4', 'chou2']"
腼颜事敌,"['mian3', 'yan2', 'shi4', 'di2']"
腼颜天壤,"['mian3', 'yan2', 'tian1', 'rang3']"
面北眉南,"['mian4', 'bei3', 'mei2', 'nan2']"
面壁功深,"['mian4', 'bi4', 'gong1', 'shen1']"
面壁磨砖,"['mian4', 'bi4', 'mo2', 'zhuan1']"
面不改容,"['mian4', 'bu4', 'gai3', 'rong2']"
面不改色,"['mian4', 'bu4', 'gai3', 'se4']"
面从腹诽,"['mian4', 'cong2', 'fu4', 'fei3']"
面缚衔璧,"['mian4', 'fu4', 'xian2', 'bi4']"
面缚舆榇,"['mian4', 'fu4', 'yu2', 'chen4']"
面红耳赤,"['mian4', 'hong2', 'er3', 'chi4']"
面红耳热,"['mian4', 'hong2', 'er3', 're4']"
面红颈赤,"['mian4', 'hong2', 'jing3', 'chi4']"
面红面赤,"['mian4', 'hong2', 'mian4', 'chi4']"
面红面绿,"['mian4', 'hong2', 'mian4', 'lv4']"
面黄肌瘦,"['mian4', 'huang2', 'ji1', 'shou4']"
面谩腹诽,"['mian4', 'man4', 'fu4', 'fei3']"
面面皆到,"['mian4', 'mian4', 'jie1', 'dao4']"
面面俱到,"['mian4', 'mian4', 'ju4', 'dao4']"
面面俱圆,"['mian4', 'mian4', 'ju4', 'yuan2']"
面面厮觑,"['mian4', 'mian4', 'si1', 'qu4']"
面面相睹,"['mian4', 'mian4', 'xiang1', 'du3']"
面面相看,"['mian4', 'mian4', 'xiang1', 'kan4']"
面面相窥,"['mian4', 'mian4', 'xiang1', 'kui1']"
面面相觑,"['mian4', 'mian4', 'xiang1', 'qu4']"
面面圆到,"['mian4', 'mian4', 'yuan2', 'dao4']"
面命耳提,"['mian4', 'ming4', 'er3', 'ti2']"
面目可憎,"['mian4', 'mu4', 'ke3', 'zeng1']"
面目全非,"['mian4', 'mu4', 'quan2', 'fei1']"
面目一新,"['mian4', 'mu4', 'yi1', 'xin1']"
面目狰狞,"['mian4', 'mu4', 'zheng1', 'ning2']"
面朋口友,"['mian4', 'peng2', 'kou3', 'you3']"
面墙而立,"['mian4', 'qiang2', 'er2', 'li4']"
面如傅粉,"['mian4', 'ru2', 'fu3', 'fen3']"
面如冠玉,"['mian4', 'ru2', 'guan1', 'yu4']"
面如灰土,"['mian4', 'ru2', 'hui1', 'tu3']"
面如满月,"['mian4', 'ru2', 'man3', 'yue4']"
面如凝脂,"['mian4', 'ru2', 'ning2', 'zhi1']"
面如死灰,"['mian4', 'ru2', 'si3', 'hui1']"
面如土色,"['mian4', 'ru2', 'tu3', 'se4']"
面若死灰,"['mian4', 'ruo4', 'si3', 'hui1']"
面色如土,"['mian4', 'se4', 'ru2', 'tu3']"
面是背非,"['mian4', 'shi4', 'bei4', 'fei1']"
面是心非,"['mian4', 'shi4', 'xin1', 'fei1']"
面授机宜,"['mian4', 'shou4', 'ji1', 'yi2']"
面似靴皮,"['mian4', 'si4', 'xue1', 'pi2']"
面无惭色,"['mian4', 'wu2', 'can2', 'se4']"
面无人色,"['mian4', 'wu2', 'ren2', 'se4']"
面引廷争,"['mian4', 'yin3', 'ting2', 'zheng1']"
面有菜色,"['mian4', 'you3', 'cai4', 'se4']"
面有难色,"['mian4', 'you3', 'nan2', 'se4']"
面谀背毁,"['mian4', 'yu2', 'bei4', 'hui3']"
面誉背非,"['mian4', 'yu4', 'bei4', 'fei1']"
面誉背毁,"['mian4', 'yu4', 'bei4', 'hui3']"
面折廷争,"['mian4', 'zhe2', 'ting2', 'zheng1']"
面折廷诤,"['mian4', 'she2', 'ting2', 'zheng4']"
面折庭争,"['mian4', 'she2', 'ting2', 'zheng1']"
面争庭论,"['mian4', 'zheng1', 'ting2', 'lun4']"
苗而不秀,"['miao2', 'er2', 'bu4', 'xiu4']"
描龙绣凤,"['miao2', 'long2', 'xiu4', 'feng4']"
描神画鬼,"['miao2', 'shen2', 'hua4', 'gui3']"
描头画角,"['miao2', 'tou2', 'hua4', 'jiao3']"
描写画角,"['miao2', 'xie3', 'hua4', 'jiao3']"
渺不足道,"['miao3', 'bu4', 'zu2', 'dao4']"
渺渺茫茫,"['miao3', 'miao3', 'mang2', 'mang2']"
渺无人迹,"['miao3', 'wu2', 'ren2', 'ji4']"
渺无人烟,"['miao3', 'wu2', 'ren2', 'yan1']"
渺无人踪,"['miao3', 'wu2', 'ren2', 'zong1']"
渺无音信,"['miao3', 'wu2', 'yin1', 'xin4']"
渺无音讯,"['miao3', 'wu2', 'yin1', 'xun4']"
渺无影踪,"['miao3', 'wu2', 'ying3', 'zong1']"
渺无踪影,"['miao3', 'wu2', 'zong1', 'ying3']"
邈处歬视,"['miao3', 'chu3', 'ji1', 'shi4']"
邈如旷世,"['miao3', 'ru2', 'kuang4', 'shi4']"
邈若河汉,"['miao3', 'ruo4', 'he2', 'han4']"
邈若河山,"['miao3', 'ruo4', 'he2', 'shan1']"
邈若山河,"['miao3', 'ruo4', 'shan1', 'he2']"
邈以山河,"['miao3', 'yi3', 'shan1', 'he2']"
妙不可言,"['miao4', 'bu4', 'ke3', 'yan2']"
妙处不传,"['miao4', 'chu4', 'bu4', 'chuan2']"
妙绝时人,"['miao4', 'jue2', 'shi2', 'ren2']"
妙趣横生,"['miao4', 'qu4', 'heng2', 'sheng1']"
妙手丹青,"['miao4', 'shou3', 'dan1', 'qing1']"
妙手回春,"['miao4', 'shou3', 'hui2', 'chun1']"
妙手空空,"['miao4', 'shou3', 'kong1', 'kong1']"
妙手偶得,"['miao4', 'shou3', 'ou3', 'de2']"
妙算神机,"['miao4', 'suan4', 'shen2', 'ji1']"
妙舞清歌,"['miao4', 'wu3', 'qing1', 'ge1']"
妙想天开,"['miao4', 'xiang3', 'tian1', 'kai1']"
妙言要道,"['miao4', 'yan2', 'yao4', 'dao4']"
妙语解烦,"['miao4', 'yu3', 'jie3', 'fan2']"
妙语解颐,"['miao4', 'yu3', 'jie3', 'yi2']"
妙语惊人,"['miao4', 'yu3', 'jing1', 'ren2']"
妙语连珠,"['miao4', 'yu3', 'lian2', 'zhu1']"
乜斜缠帐,"['nie4', 'xie2', 'chan2', 'zhang4']"
灭此朝食,"['mie4', 'ci3', 'zhao1', 'shi2']"
灭顶之灾,"['mie4', 'ding3', 'zhi1', 'zai1']"
灭虢取虞,"['mie4', 'guo2', 'qu3', 'yu2']"
灭景追风,"['mie4', 'ying3', 'zhui1', 'feng1']"
灭绝人性,"['mie4', 'jue2', 'ren2', 'xing4']"
灭门绝户,"['mie4', 'men2', 'jue2', 'hu4']"
蔑伦悖理,"['mie4', 'lun2', 'bei4', 'li3']"
民安国泰,"['min2', 'an1', 'guo2', 'tai4']"
民安物阜,"['min2', 'an1', 'wu4', 'fu4']"
民胞物与,"['min2', 'bao1', 'wu4', 'yu3']"
民保于信,"['min2', 'bao3', 'yu2', 'xin4']"
民不堪命,"['min2', 'bu4', 'kan1', 'ming4']"
民不聊生,"['min2', 'bu4', 'liao2', 'sheng1']"
民不畏死,"['min2', 'bu4', 'wei4', 'si3']"
民淳俗厚,"['min2', 'chun2', 'su2', 'hou4']"
民富国强,"['min2', 'fu4', 'guo2', 'qiang2']"
民膏民脂,"['min2', 'gao1', 'min2', 'zhi1']"
民贵君轻,"['min2', 'gui4', 'jun1', 'qing1']"
民和年丰,"['min2', 'he2', 'nian2', 'feng1']"
民和年稔,"['min2', 'he2', 'nian2', 'ren3']"
民康物阜,"['min2', 'kang1', 'wu4', 'fu4']"
民困国贫,"['min2', 'kun4', 'guo2', 'pin2']"
民穷财尽,"['min2', 'qiong2', 'cai2', 'jin4']"
民穷财匮,"['min2', 'qiong2', 'cai2', 'kui4']"
民生凋敝,"['min2', 'sheng1', 'diao1', 'bi4']"
民生国计,"['min2', 'sheng1', 'guo2', 'ji4']"
民生涂炭,"['min2', 'sheng1', 'tu2', 'tan4']"
民生在勤,"['min2', 'sheng1', 'zai4', 'qin2']"
民熙物阜,"['min2', 'xi1', 'wu4', 'fu4']"
民心不壹,"['min2', 'xin1', 'bu4', 'yi1']"
民殷财阜,"['min2', 'yin1', 'cai2', 'fu4']"
民殷国富,"['min2', 'yin1', 'guo2', 'fu4']"
民有菜色,"['min2', 'you3', 'cai4', 'se4']"
民怨沸腾,"['min2', 'yuan4', 'fei4', 'teng2']"
民贼独夫,"['min2', 'zei2', 'du2', 'fu1']"
民脂民膏,"['min2', 'zhi1', 'min2', 'gao1']"
闵乱思治,"['min3', 'luan4', 'si1', 'zhi4']"
悯时病俗,"['min3', 'shi2', 'bing4', 'su2']"
敏而好学,"['min3', 'er2', 'hao4', 'xue2']"
名标青史,"['ming2', 'biao1', 'qing1', 'shi3']"
名不符实,"['ming2', 'bu4', 'fu2', 'shi2']"
名不副实,"['ming2', 'bu4', 'fu4', 'shi2']"
名不虚传,"['ming2', 'bu4', 'xu1', 'chuan2']"
名不虚得,"['ming2', 'bu4', 'xu1', 'de2']"
名不虚立,"['ming2', 'bu4', 'xu1', 'li4']"
名垂后世,"['ming2', 'chui2', 'hou4', 'shi4']"
名垂千古,"['ming2', 'chui2', 'qian1', 'gu3']"
名垂青史,"['ming2', 'chui2', 'qing1', 'shi3']"
名垂万古,"['ming2', 'chui2', 'wan4', 'gu3']"
名垂竹帛,"['ming2', 'chui2', 'zhu2', 'bo2']"
名从主人,"['ming2', 'cong2', 'zhu3', 'ren2']"
名存实亡,"['ming2', 'cun2', 'shi2', 'wang2']"
名德重望,"['ming2', 'de2', 'zhong4', 'wang4']"
名符其实,"['ming2', 'fu2', 'qi2', 'shi2']"
名副其实,"['ming2', 'fu4', 'qi2', 'shi2']"
名高难副,"['ming2', 'gao1', 'nan2', 'fu4']"
名高天下,"['ming2', 'gao1', 'tian1', 'xia4']"
名韟利鞚,"['ming2', 'ji1', 'li4', 'zhou1']"
名公巨卿,"['ming2', 'gong1', 'ju4', 'qing1']"
名公巨人,"['ming2', 'gong1', 'ju4', 'ren2']"
名公钜卿,"['ming2', 'gong1', 'ju4', 'qing1']"
名公钜人,"['ming2', 'gong1', 'ju4', 'ren2']"
名过其实,"['ming2', 'guo4', 'qi2', 'shi2']"
名缰利锁,"['ming2', 'jiang1', 'li4', 'suo3']"
名利双收,"['ming2', 'li4', 'shuang1', 'shou1']"
名列前茅,"['ming2', 'lie4', 'qian2', 'mao2']"
名流巨子,"['ming2', 'liu2', 'ju4', 'zi']"
名落孙山,"['ming2', 'luo4', 'sun1', 'shan1']"
名满天下,"['ming2', 'man3', 'tian1', 'xia4']"
名贸实易,"['ming2', 'mao4', 'shi2', 'yi4']"
名门世族,"['ming2', 'men2', 'shi4', 'zu2']"
名目繁多,"['ming2', 'mu4', 'fan2', 'duo1']"
名卿钜公,"['ming2', 'qing1', 'ju4', 'gong1']"
名山大川,"['ming2', 'shan1', 'da4', 'chuan1']"
名山胜川,"['ming2', 'shan1', 'sheng4', 'chuan1']"
名山胜水,"['ming2', 'shan1', 'sheng4', 'shui3']"
名山事业,"['ming2', 'shan1', 'shi4', 'ye4']"
名声过实,"['ming2', 'sheng1', 'guo4', 'shi2']"
名声籍甚,"['ming2', 'sheng1', 'ji2', 'shen4']"
名胜古迹,"['ming2', 'sheng4', 'gu3', 'ji1']"
名实难副,"['ming2', 'shi2', 'nan2', 'fu4']"
名实相符,"['ming2', 'shi2', 'xiang1', 'fu2']"
名实相副,"['ming2', 'shi2', 'xiang1', 'fu4']"
名士风流,"['ming2', 'shi4', 'feng1', 'liu2']"
名同实异,"['ming2', 'tong2', 'shi2', 'yi4']"
名闻遐迩,"['ming2', 'wen2', 'xia2', 'er3']"
名我固当,"['ming', 'wo', 'gu', 'dang']"
名下无虚,"['ming2', 'xia4', 'wu2', 'xu1']"
名扬四海,"['ming2', 'yang2', 'si4', 'hai3']"
名噪一时,"['ming2', 'zao4', 'yi1', 'shi2']"
名震一时,"['ming2', 'zhen4', 'yi1', 'shi2']"
名正理顺,"['ming2', 'zheng4', 'li3', 'shun4']"
名正言顺,"['ming2', 'zheng4', 'yan2', 'shun4']"
名重一时,"['ming2', 'zhong4', 'yi1', 'shi2']"
明白了当,"['ming2', 'bai2', 'liao3', 'dang4']"
明辨是非,"['ming2', 'bian4', 'shi4', 'fei1']"
明查暗访,"['ming2', 'cha2', 'an4', 'fang3']"
明察暗访,"['ming2', 'cha2', 'an4', 'fang3']"
明察秋毫,"['ming2', 'cha2', 'qiu1', 'hao2']"
明耻教战,"['ming2', 'chi3', 'jiao4', 'zhan4']"
明窗净几,"['ming2', 'chuang1', 'jing4', 'ji1']"
明德惟馨,"['ming2', 'de2', 'wei2', 'xin1']"
明发不寐,"['ming2', 'fa1', 'bu4', 'mei4']"
明罚敕法,"['ming2', 'fa2', 'chi4', 'fa3']"
明法审令,"['ming2', 'fa3', 'shen3', 'ling4']"
明公正道,"['ming2', 'gong1', 'zheng4', 'dao4']"
明公正气,"['ming2', 'gong1', 'zheng4', 'qi4']"
明公正义,"['ming2', 'gong1', 'zheng4', 'yi4']"
明光烁亮,"['ming2', 'guang1', 'shuo4', 'liang4']"
明光锃亮,"['ming2', 'guang1', 'zeng4', 'liang4']"
明光铮亮,"['ming2', 'guang1', 'zheng1', 'liang4']"
明婚正配,"['ming2', 'hun1', 'zheng4', 'pei4']"
明婚正娶,"['ming2', 'hun1', 'zheng4', 'qu3']"
明火持杖,"['ming2', 'huo3', 'chi2', 'zhang4']"
明火执械,"['ming2', 'huo3', 'zhi2', 'xie4']"
明火执仗,"['ming2', 'huo3', 'zhi2', 'zhang4']"
明火执杖,"['ming2', 'huo3', 'zhi2', 'zhang4']"
明见万里,"['ming2', 'jian4', 'wan4', 'li3']"
明教不变,"['ming2', 'jiao4', 'bu4', 'bian4']"
明镜高悬,"['ming2', 'jing4', 'gao1', 'xuan2']"
明来暗往,"['ming2', 'lai2', 'an4', 'wang3']"
明廉暗察,"['ming2', 'lian2', 'an4', 'cha2']"
明媒正礼,"['ming2', 'mei2', 'zheng4', 'li3']"
明媒正娶,"['ming2', 'mei2', 'zheng4', 'qu3']"
明明白白,"['ming2', 'ming2', 'bai2', 'bai2']"
明明赫赫,"['ming2', 'ming2', 'he4', 'he4']"
明眸皓齿,"['ming2', 'mou2', 'hao4', 'chi3']"
明眸善睐,"['ming2', 'mou2', 'shan4', 'lai4']"
明目达聪,"['ming2', 'mu4', 'da2', 'cong1']"
明目张胆,"['ming2', 'mu4', 'zhang1', 'dan3']"
明枪暗箭,"['ming2', 'qiang1', 'an4', 'jian4']"
明抢暗偷,"['ming2', 'qiang3', 'an4', 'tou1']"
明日黄花,"['ming2', 'ri4', 'huang2', 'hua1']"
明如指掌,"['ming2', 'ru2', 'zhi3', 'zhang3']"
明若观火,"['ming2', 'ruo4', 'guan1', 'huo3']"
明赏不费,"['ming2', 'shang3', 'bu4', 'fei4']"
明升暗降,"['ming2', 'sheng1', 'an4', 'jiang4']"
明堂正道,"['ming2', 'tang2', 'zheng4', 'dao4']"
明推暗就,"['ming2', 'tui1', 'an4', 'jiu4']"
明效大验,"['ming2', 'xiao4', 'da4', 'ya4']"
明心见性,"['ming2', 'xin1', 'jian4', 'xing4']"
明刑弼教,"['ming2', 'xing2', 'bi4', 'jiao4']"
明刑不戮,"['ming2', 'xing2', 'bu4', 'lu4']"
明验大效,"['ming2', 'yan4', 'da4', 'xiao4']"
明扬侧陋,"['ming2', 'yang2', 'ce4', 'lou4']"
明扬仄陋,"['ming2', 'yang2', 'ze4', 'lou4']"
明月清风,"['ming2', 'yue4', 'qing1', 'feng1']"
明月入怀,"['ming2', 'yue4', 'ru4', 'huai2']"
明昭昏蒙,"['ming2', 'zhao1', 'hun1', 'meng2']"
明哲保身,"['ming2', 'zhe2', 'bao3', 'shen1']"
明争暗斗,"['ming2', 'zheng1', 'an4', 'dou4']"
明正典刑,"['ming2', 'zheng4', 'dian3', 'xing2']"
明知故犯,"['ming2', 'zhi1', 'gu4', 'fan4']"
明知故问,"['ming2', 'zhi1', 'gu4', 'wen4']"
明珠暗投,"['ming2', 'zhu1', 'an4', 'tou2']"
明珠弹雀,"['ming2', 'zhu1', 'tan2', 'que4']"
明珠投暗,"['ming2', 'zhu1', 'tou2', 'an4']"
鸣凤朝阳,"['ming2', 'feng4', 'zhao1', 'yang2']"
鸣鼓而攻,"['ming2', 'gu3', 'er2', 'gong1']"
鸣鹤之应,"['ming2', 'he4', 'zhi1', 'ying1']"
鸣金收兵,"['ming2', 'jin1', 'shou1', 'bing1']"
鸣金收军,"['ming2', 'jin1', 'shou1', 'jun1']"
鸣珂锵玉,"['ming2', 'ke1', 'qiang1', 'yu4']"
鸣锣喝道,"['ming2', 'luo2', 'he4', 'dao4']"
鸣锣开道,"['ming2', 'luo2', 'kai1', 'dao4']"
鸣琴而治,"['ming2', 'qin2', 'er2', 'zhi4']"
鸣雁直木,"['ming2', 'yan4', 'zhi2', 'mu4']"
鸣野食苹,"['ming2', 'ye3', 'shi2', 'ping2']"
鸣于乔木,"['ming2', 'yu2', 'qiao2', 'mu4']"
鸣玉曳履,"['ming2', 'yu4', 'ye4', 'lv3']"
鸣玉曳组,"['ming2', 'yu4', 'ye4', 'zu3']"
鸣冤叫屈,"['ming2', 'yuan1', 'jiao4', 'qu1']"
鸣钟列鼎,"['ming2', 'zhong1', 'lie4', 'ding3']"
鸣钟食鼎,"['ming2', 'zhong1', 'shi2', 'ding3']"
冥漠之都,"['ming2', 'mo4', 'zhi1', 'dou1']"
冥漠之乡,"['ming2', 'mo4', 'zhi1', 'xiang1']"
冥思苦索,"['ming2', 'si1', 'ku3', 'suo3']"
冥思苦想,"['ming2', 'si1', 'ku3', 'xiang3']"
冥顽不灵,"['ming2', 'wan2', 'bu4', 'ling2']"
冥行盲索,"['ming2', 'xing2', 'mang2', 'suo3']"
冥行擿埴,"['ming2', 'xing2', 'zhi4', 'zhi2']"
冥昭瞢闇,"['ming2', 'zhao1', 'meng2', 'an4']"
铭肤镂骨,"['ming2', 'fu1', 'lou4', 'gu3']"
铭感不忘,"['ming2', 'gan3', 'bu4', 'wang4']"
铭感五内,"['ming2', 'gan3', 'wu3', 'nei4']"
铭肌镂骨,"['ming2', 'ji1', 'lou4', 'gu3']"
铭记不忘,"['ming2', 'ji4', 'bu4', 'wang4']"
铭心刻骨,"['ming2', 'xin1', 'ke4', 'gu3']"
铭心镂骨,"['ming2', 'xin1', 'lou4', 'gu3']"
铭诸肺腑,"['ming2', 'zhu1', 'fei4', 'fu3']"
瞑思苦想,"['ming2', 'si1', 'ku3', 'xiang3']"
酩酊大醉,"['ming3', 'ding3', 'da4', 'zui4']"
酩酊烂醉,"['ming3', 'ding3', 'lan4', 'zui4']"
命薄缘悭,"['ming4', 'bao2', 'yuan2', 'qian1']"
命俦啸侣,"['ming4', 'chou2', 'xiao4', 'lv3']"
命词遣意,"['ming4', 'ci2', 'qian3', 'yi4']"
命辞遣意,"['ming4', 'ci2', 'qian3', 'yi4']"
命蹇时乖,"['ming4', 'jian3', 'shi2', 'guai1']"
命里注定,"['ming4', 'li3', 'zhu4', 'ding4']"
命若悬丝,"['ming4', 'ruo4', 'xuan2', 'si1']"
